OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore_is_missing,flag_anomalie,type_anomalie,critere_detection,action,justification,IsZeroFloorReported,IsAggregatedCampus,_ratio_usage,_energy_gap_pct
24374,2016,NonResidential,Retail Store,Jumbo chinese restaurant,4208 rainier ave so.,Seattle,WA,98118.0,7950301480,2,SOUTHEAST,47.56514,-122.28781,1968,1.0,1.0,36071,0,36071,Retail Store,Retail Store,36071.0,,,,,,97.0,42.09999847,42.09999847,81.90000153,81.90000153,1519952.125,1519952.125,0.0,190315.0938,649355.0,8705.969727,870597.0,True,,Error - Correct Default Data,,50.76,1.41,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
24479,2016,NonResidential,Supermarket / Grocery Store,Safeway 0423 - 35th Ave,7340 35th Ave NE,Seattle,WA,98115.0,7974200020,4,NORTHEAST,47.68269,-122.28912,1965,1.0,1.0,32822,0,32822,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,35042.0,Parking,0.0,,,,42.0,252.3000031,260.7000122,587.5,596.2999878,8839812.0,9134359.0,0.0,1585199.625,5408701.0,34311.10156,3431110.0,False,,Compliant,,219.93,6.7,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0676375601730546,0.0
24482,2016,SPS-District K-12,K-12 School,View Ridge Elementary,7047 50th Ave. NE.,Seattle,WA,98115.0,7974200250,4,NORTHEAST,47.68069,-122.27533,1948,1.0,1.0,64314,0,64314,K-12 School,K-12 School,65210.0,,,,,,86.0,45.0,51.70000076,80.59999847,89.80000305,2936336.25,3370435.5,0.0,304246.6875,1038090.0,18982.46094,1898246.0,True,,Error - Correct Default Data,,108.05,1.68,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0139316478527225,0.0
24531,2016,NonResidential,Warehouse,Kenyon Industrial Park Building D,7951 Second Avenue South,Seattle,WA,98108.0,3224049007,1,GREATER DUWAMISH,47.5316,-122.333,1966,1.0,1.0,32000,0,32000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32040.0,,,,,,3.0,68.19999695,73.0,176.6999969,181.8000031,2186148.5,2340055.75,0.0,472220.1875,1611215.0,5749.330078,574933.0,False,,Compliant,,41.77,1.31,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.00125,0.0
24532,2016,NonResidential,Warehouse,Kenyon Industrial Park Building B,121 S Kenyon Street,Seattle,WA,98108.0,3224049007,1,GREATER DUWAMISH,47.5316,-122.333,1970,1.0,1.0,44000,0,44000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,45449.0,,,,,,15.0,94.69999695,108.9000015,152.1999969,167.1000061,4302455.5,4947630.5,0.0,336495.5,1148123.0,31543.32813,3154333.0,False,,Compliant,,175.53,3.99,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0329318181818181,0.0
24539,2016,NonResidential,Warehouse,Cloverdale Business Park Building E,309 South Cloverdale Street,Seattle,WA,98108.0,3224049012,1,GREATER DUWAMISH,47.52549,-122.33064,1979,1.0,1.0,27420,0,27420,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27850.0,,,,,,55.0,42.20000076,48.09999847,82.5,88.59999847,1176342.25,1340563.125,0.0,148811.0,507743.0,6685.990234,668599.0,False,,Compliant,,39.05,1.42,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0156819839533187,0.0
24547,2016,NonResidential,K-12 School,Islamic School of Seattle,720 25TH AVE,Seattle,WA,98122.0,6840700175,3,CENTRAL,47.60885,-122.2999,1929,1.0,2.0,24152,0,24152,K-12 School,K-12 School,24152.0,,,,,,100.0,6.699999809,6.699999809,21.0,21.0,161363.4063,161363.4063,0.0,47292.89844,161363.0,0.0,0.0,False,,Non-Compliant,Low outlier,1.12,0.05,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
24603,2016,NonResidential,Warehouse,20731-West Seattle / Delridge Way SW,7133 Delridge Way Sw,Seattle,WA,98106.0,7985400475,1,DELRIDGE,47.53846,-122.36175,1982,1.0,2.0,36600,0,36600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43556.0,,,,,,80.0,7.099999905,7.400000095,22.20000076,23.10000038,308400.4063,320606.5938,0.0,90387.0,308400.0,0.0,0.0,False,,Compliant,,2.15,0.06,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1900546448087432,0.0
24614,2016,SPS-District K-12,K-12 School,Sacajawea Elementary,9501 20th Ave. NE,Seattle,WA,98115.0,8024202285,5,NORTH,47.69845,-122.30747,1959,1.0,1.0,36701,0,36701,K-12 School,K-12 School,40285.0,,,,,,87.0,38.79999924,43.70000076,80.30000305,88.30000305,1564891.75,1760895.125,0.0,223159.0938,761419.0,8034.728516,803473.0,True,,Error - Correct Default Data,,47.98,1.31,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.097654014876979,0.0
24636,2016,NonResidential,Retail Store,Westwood Village - Building E,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1990,1.0,1.0,40265,0,40265,Retail Store,Retail Store,40793.0,,,,,,19.0,91.69999695,92.30000305,277.5,276.1000061,3740373.75,3766310.0,0.0,1036525.625,3536625.0,2037.479858,203748.0,False,,Compliant,,35.48,0.88,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0131131255432757,0.0
24640,2016,NonResidential,Retail Store,Westwood Village - Building F,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,2005,1.0,1.0,26208,0,26208,Retail Store,Retail Store,32427.0,,,,,,79.0,49.59999847,54.29999924,118.9000015,123.5999985,1608884.25,1761050.125,0.0,303859.0938,1036767.0,5721.17041,572117.0,False,,Compliant,,37.61,1.44,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.237293956043956,0.0
24646,2016,Nonresidential COS,Other,Southwest Teen Life Center and Pool,2801 Thistle St,Seattle,WA,98106.0,3624039172,1,DELRIDGE,47.52801,-122.36918,1975,0.0,2.0,27227,0,27227,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,29064.0,Fitness Center/Health Club/Gym,8508.0,Pre-school/Daycare,715.0,,,204.8000031,217.5,377.2999878,390.7000122,8054334.0,8556389.0,0.0,894881.8125,3053337.0,50009.96875,5000997.0,False,,Compliant,,286.89,10.54,True,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.0674697910162707,0.0
24717,2016,NonResidential,Other,1701 First Ave South LLC,1701 First Ave South,Seattle,WA,98134.0,7666207085,2,GREATER DUWAMISH,47.58788,-122.33458,1910,1.0,3.0,27690,0,27690,"Other, Parking",Other,24717.0,Parking,0.0,,,,,0.699999988,0.699999988,2.099999905,2.200000048,16808.90039,17260.0,0.0,4926.399902,16809.0,0.0,0.0,False,,Non-Compliant,Low outlier,0.12,0.0,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.8926327193932828,0.0
24825,2016,NonResidential,Small- and Mid-Sized Office,2233 Building,2233 1st AVE.South,Seattle,WA,98104.0,7666207190,2,GREATER DUWAMISH,47.58292,-122.33468,1910,1.0,2.0,20970,0,20970,"Office, Parking",Office,20970.0,Parking,0.0,,,,100.0,9.800000191,11.10000038,22.0,23.39999962,204499.0938,233531.9063,0.0,34489.89844,117680.0,868.1939087,86819.0,False,,Non-Compliant,Low outlier,5.43,0.26,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
24862,2016,NonResidential,K-12 School,Our Lady of Guadalupe School,3401 SW Myrtle St.,Seattle,WA,98126.0,8123100005,1,DELRIDGE,47.53887,-122.37564,1962,1.0,3.0,29874,0,29874,K-12 School,K-12 School,31375.0,,,,,,95.0,40.59999847,47.09999847,62.0,69.69999695,1274049.75,1478408.125,0.0,85064.10156,290239.0,9838.110352,983811.0,False,,Compliant,,54.27,1.82,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0502443596438376,0.0
24868,2016,NonResidential,Worship Facility,Magnolia,2415 31st Ave,Seattle,WA,98199.0,8127700530,7,MAGNOLIA / QUEEN ANNE,47.64,-122.39743,1965,1.0,1.0,20140,0,20140,"Parking, Worship Facility",Worship Facility,22000.0,Parking,0.0,,,,35.0,45.09999847,52.90000153,59.0,67.80000305,992794.6875,1164370.875,0.0,35870.39844,122390.0,8704.049805,870405.0,False,,Compliant,,47.08,2.34,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0923535253227408,0.0
24955,2016,NonResidential,Distribution Center,3420/3430 E. Marginal Way Whse,3420/3430 E. Marginal Way,Seattle,WA,98134.0,7666207585,2,GREATER DUWAMISH,47.57227,-122.33843,1952,1.0,1.0,16300,0,16300,Distribution Center,Distribution Center,65164.0,,,,,,100.0,2.299999952,2.299999952,6.900000095,6.900000095,150167.7969,150167.7969,0.0,40497.89844,138179.0,119.8899918,11989.0,False,,Compliant,,1.6,0.1,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,3.997791411042945,0.0
25217,2016,SPS-District K-12,K-12 School,Schmitz Park Building,5000 S.W. Spokane St.,Seattle,WA,98116.0,6318000005,1,SOUTHWEST,47.57269,-122.39673,1962,1.0,1.0,51410,0,51410,K-12 School,K-12 School,51410.0,,,,,,87.0,38.29999924,43.90000153,75.30000305,84.19999695,1968907.25,2256911.75,0.0,252658.5,862071.0,11068.36426,1106836.0,True,,Error - Correct Default Data,,64.79,1.26,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
25276,2016,NonResidential,Warehouse,Pedersens Rentals,4500 4th Avenue South,Seattle,WA,98134.0,3958900645,2,GREATER DUWAMISH,47.56318,-122.32889,1962,1.0,1.0,31569,0,31569,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33000.0,,,,,,12.0,92.80000305,101.4000015,148.5,157.3999939,3064039.5,3344952.0,0.0,235929.7969,804992.0,22590.46875,2259047.0,False,,Compliant,,125.59,3.98,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0453292787227977,0.0
25317,2016,SPS-District K-12,K-12 School,Lowell Elementary,1058 E. Mercer St.,Seattle,WA,98102.0,6852700355,3,EAST,47.62442,-122.31838,1925,1.0,2.0,73769,0,73769,K-12 School,K-12 School,73769.0,,,,,,92.0,34.70000076,39.40000153,61.5,67.30000305,2556131.0,2904558.75,0.0,259822.5938,886515.0,16696.16211,1669616.0,True,,Error - Correct Default Data,,94.85,1.29,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
25361,2016,SPS-District K-12,K-12 School,Decatur Building,7711 43rd Ave. N.E.,Seattle,WA,98115.0,6392002430,4,NORTHEAST,47.68503,-122.28267,1961,1.0,1.0,43578,0,43578,K-12 School,K-12 School,45370.0,,,,,,83.0,31.70000076,31.70000076,84.90000153,84.90000153,1436773.875,1436773.875,0.0,328289.5,1120124.0,3166.5,316650.0,True,,Error - Correct Default Data,,24.63,0.57,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0411216668961403,0.0
25371,2016,NonResidential,K-12 School,Epiphany School,1802 36TH AVE,Seattle,WA,98122.0,9103000660,3,CENTRAL,47.61791,-122.28594,2009,4.0,2.0,28500,0,28500,K-12 School,K-12 School,31100.0,,,,,,92.0,37.40000153,41.79999924,87.5,94.69999695,1162561.125,1300765.5,0.0,210289.2969,717507.0,4450.540039,445054.0,False,,Compliant,,28.64,1.0,False,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.0912280701754387,0.0
25553,2016,NonResidential,Hotel,J & M HOTEL BUILDING (ID25553),210 1St Ave S,Seattle,WA,98104.0,5247800130,7,DOWNTOWN,47.60035,-122.33379,1900,1.0,3.0,25450,0,25450,Hotel,Hotel,25450.0,,,,,,99.0,19.79999924,19.39999962,62.20000076,60.79999924,503744.6875,492844.5938,0.0,147639.0938,503745.0,0.0,0.0,False,,Non-Compliant,Low outlier,3.51,0.14,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
25661,2016,NonResidential,Small- and Mid-Sized Office,Buttnick City Loan,206 1st Avenue South,Seattle,WA,98104.0,5247800380,7,DOWNTOWN,47.60071,-122.33377,1909,0.0,3.0,47215,0,47215,"Office, Retail Store",Office,23659.0,Retail Store,22376.0,,,,58.0,45.5,46.40000153,131.6000061,135.1000061,2092696.0,2136896.0,0.0,468222.3125,1597575.0,9918.134766,991813.0,False,,Compliant,,63.81,1.35,False,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,0.5010907550566557,23.73
25673,2016,NonResidential,Retail Store,The Ford Building,1521 10th Ave,Seattle,WA,98122.0,6003500470,3,EAST,47.61466,-122.31984,1920,1.0,1.0,30240,0,30240,"Restaurant, Retail Store",Retail Store,32205.0,Restaurant,714.0,,,,78.0,38.40000153,40.0,107.6999969,108.3000031,1264626.875,1316900.75,0.0,311067.3125,1061362.0,2032.649902,203265.0,False,,Compliant,,18.19,0.6,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0649801587301588,0.0
25674,2016,NonResidential,Low-Rise Multifamily,(ID25674) COMET TAVERN,916 E PIKE ST,Seattle,WA,98122.0,6003500480,3,EAST,47.61427,-122.31977,1910,1.0,3.0,32100,0,32100,"Bar/Nightclub, Multifamily Housing",Multifamily Housing,21400.0,Bar/Nightclub,10700.0,,,,,3.400000095,4.5,4.300000191,5.400000095,108200.3984,142892.5,0.0,3332.5,11370.0,968.3001709,96830.0,False,,Non-Compliant,Low outlier,5.22,0.16,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.6666666666666666,0.0
25772,2016,NonResidential,Hospital,Park West Skilled Nursing,1703 California Ave SW,Seattle,WA,98116.0,9274200430,1,SOUTHWEST,47.58767,-122.38672,1961,0.0,3.0,54863,0,54863,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),109726.0,,,,,,100.0,18.60000038,18.79999924,58.29999924,59.09999847,2037720.625,2066851.25,0.0,597221.6875,2037720.0,0.0,0.0,False,,Compliant,,14.21,0.26,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,2.0,0.0
25844,2016,NonResidential,Other,Washington machine Works,5201/5211 1st ave so.,Seattle,WA,98108.0,5263300985,2,GREATER DUWAMISH,47.55523,-122.33448,1927,1.0,1.0,22622,0,22622,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,23000.0,,,,,,,33.70000076,37.90000153,64.0,69.0,774075.6875,872014.3125,0.0,92448.89844,315436.0,4586.399902,458640.0,False,,Compliant,,26.56,1.17,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0167093979312174,0.0
25956,2016,SPS-District K-12,K-12 School,McGilvra Elementary,1617 38th Ave. E.,Seattle,WA,98112.0,5318100820,3,EAST,47.63408,-122.28483,1925,1.0,3.0,38297,0,38297,K-12 School,K-12 School,38297.0,,,,,,85.0,48.20000076,55.59999847,84.69999695,93.80000305,1845150.625,2127889.25,0.0,183054.7031,624583.0,12205.67871,1220568.0,True,,Error - Correct Default Data,,69.18,1.81,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
26040,2016,NonResidential,Self-Storage Facility,Stor-More Self Storage,2850 SW Yancy Street,Seattle,WA,98126.0,9358000450,1,DELRIDGE,47.56785,-122.37039,1994,1.0,3.0,66610,0,66610,Self-Storage Facility,Self-Storage Facility,66720.0,,,,,,,9.600000381,11.10000038,20.39999962,22.0,640377.0,742571.5,0.0,96545.70313,329414.0,3109.630127,310963.0,False,,Compliant,,18.81,0.28,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0016514036931392,0.0
26150,2016,SPS-District K-12,K-12 School,Fairmount Park Elementary,3800 S.W. Findlay,Seattle,WA,98126.0,9396700035,1,SOUTHWEST,47.55257,-122.38019,1964,1.0,2.0,39929,0,39929,K-12 School,K-12 School,39929.0,,,,,,82.0,45.40000153,50.09999847,103.4000015,110.6999969,1813718.0,2001873.25,0.0,312166.1875,1065111.0,7486.066895,748607.0,True,,Error - Correct Default Data,,47.18,1.18,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
26183,2016,NonResidential,Small- and Mid-Sized Office,Supply Laundry Building,1265 Republican St.,Seattle,WA,98109.0,6849200110,7,LAKE UNION,47.62298,-122.33082,1912,1.0,2.0,27788,0,27788,"Office, Other - Restaurant/Bar",Office,32610.0,Other - Restaurant/Bar,4874.0,,,,73.0,56.59999847,56.79999924,151.8999939,152.1999969,2119806.25,2127889.25,0.0,486507.6875,1659964.0,4598.419922,459842.0,False,,Compliant,,35.99,1.3,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.173528141643875,0.0
26236,2016,NonResidential,Other,4130 1st Ave,4130 1st Ave South,Seattle,WA,98134.0,6172900300,2,GREATER DUWAMISH,47.5661,-122.33358,1946,1.0,2.0,31360,0,31360,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,32000.0,,,,,,,53.90000153,58.90000153,130.1999969,135.5,1725108.25,1886366.625,0.0,330127.1875,1126394.0,5987.140137,598714.0,False,,Compliant,,39.65,1.26,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0204081632653061,0.0
26289,2016,NonResidential,Senior Care Community,Columbia Lutheran Home,4700 Phinney Avenue North,Seattle,WA,98103.0,9521100080,6,Northwest,47.66312,-122.35311,1961,1.0,2.0,55974,0,55974,Senior Care Community,Senior Care Community,56000.0,,,,,,98.0,109.5999985,114.5,214.1999969,222.1000061,6135173.0,6412428.0,0.0,778957.375,2657803.0,34773.69922,3477370.0,False,,Compliant,,203.21,3.63,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0004645013756386,0.0
26319,2016,SPS-District K-12,K-12 School,Wing Luke Elementary,3701 S. Kenyon St.,Seattle,WA,98118.0,4006000598,2,GREATER DUWAMISH,47.53074,-122.28491,1971,1.0,2.0,52901,0,52901,K-12 School,K-12 School,52901.0,,,,,,75.0,42.29999924,47.40000153,94.80000305,102.1999969,2240342.0,2508012.0,0.0,373387.1875,1273997.0,9663.448242,966345.0,True,,Error - Correct Default Data,,60.2,1.14,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
26473,2016,NonResidential,Supermarket / Grocery Store,70500869 -- Wallingford,1801 North 45th Street,Seattle,WA,98103.0,4083802815,4,LAKE UNION,47.66185,-122.33594,1957,1.0,1.0,28808,0,28808,Supermarket/Grocery Store,Supermarket/Grocery Store,31174.0,,,,,,29.0,296.2000122,303.2000122,694.0,697.5,9232576.0,9450746.0,0.0,1674540.0,5713530.0,35190.44922,3519045.0,False,,Compliant,,226.73,7.87,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.082129963898917,0.0
26532,2016,NonResidential,Mixed Use Property,KALBERG BUILDING,4515 UNIVERSITY WAY NE,Seattle,WA,98105.0,8816401120,4,NORTHEAST,47.66182,-122.31345,1928,,2.0,20760,0,20760,,,,,,,,,,,,,,,,,,,,,False,,Non-Compliant,,,,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,,
26593,2016,NonResidential,Small- and Mid-Sized Office,Delmar Building,108 South Washington St,Seattle,WA,98104.0,5247800481,7,DOWNTOWN,47.60102,-122.33378,1900,1.0,4.0,22840,0,22840,"Office, Other",Office,18400.0,Other,4440.0,,,,64.0,38.59999847,43.0,121.1999969,135.1000061,881386.1875,983053.375,0.0,258319.5,881386.0,0.0,0.0,True,,Error - Correct Default Data,,6.14,0.27,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.8056042031523643,0.0
26670,2016,NonResidential,Worship Facility,Calvary Christian Assembly,6801 Roosevelt Way NE,Seattle,WA,98133.0,9528102345,4,NORTHEAST,47.67842,-122.31949,1950,1.0,3.0,46485,0,46485,Worship Facility,Worship Facility,63922.0,,,,,,83.0,24.20000076,26.39999962,50.20000076,52.59999847,1544995.75,1689227.75,0.0,222506.5938,759192.0,7858.030273,785803.0,False,,Compliant,,47.03,1.01,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.3751102506184791,0.0
26710,2016,NonResidential,Small- and Mid-Sized Office,Masin Building 1,220 Second Avenue South,Seattle,WA,98104.0,5247800890,7,DOWNTOWN,47.60048,-122.33157,1905,1.0,5.0,36879,0,36879,Office,Office,44000.0,,,,,,92.0,34.90000153,37.79999924,93.0,96.69999695,1537570.25,1664247.375,0.0,347601.6875,1186017.0,3515.530273,351553.0,False,,Compliant,,26.94,0.73,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1930909189511647,0.0
26731,2016,NonResidential,Small- and Mid-Sized Office,Dearborn Bldg.,624 S. Dearborn Bldg.,Seattle,WA,98134.0,5247801801,2,DOWNTOWN,47.5962,-122.32548,1970,1.0,2.0,26510,0,26510,Office,Office,30800.0,,,,,,91.0,32.0,33.0,94.30000305,95.30000305,987063.6875,1017753.188,0.0,261957.4063,893799.0,932.6499634,93265.0,False,,Compliant,,11.18,0.42,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.161825726141079,0.0
26808,2016,SPS-District K-12,K-12 School,Green Lake Elementary,2400 N. 65th St.,Seattle,WA,98103.0,9528104870,6,NORTHWEST,47.6763,-122.3285,1970,1.0,1.0,42239,0,42239,K-12 School,K-12 School,48799.0,,,,,,83.0,44.0,49.40000153,84.5,91.59999847,2145603.5,2410752.0,0.0,262111.2969,894324.0,12512.7959,1251280.0,True,,Error - Correct Default Data,,72.69,1.72,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.1553067070716636,0.0
26821,2016,SPS-District K-12,K-12 School,McDonald International School,144 NE 54th St,Seattle,WA,98105.0,9550202395,6,Northwest,47.66828,-122.3266,1925,1.0,3.0,51360,0,51360,K-12 School,K-12 School,51026.0,,,,,,89.0,27.5,30.10000038,68.19999695,72.59999847,1403094.75,1535481.375,0.0,281414.4063,960186.0,4429.087402,442909.0,True,,Error - Correct Default Data,,30.22,0.59,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.9934968847352025,0.0
26849,2016,NonResidential,Retail Store,C & T BLDG,650 S JACKSON STREET,Seattle,WA,98104.0,5247802260,2,DOWNTOWN,47.59935,-122.32468,1917,1.0,2.0,24550,0,24550,"Office, Retail Store",Retail Store,13500.0,Office,11050.0,,,,100.0,39.79999924,42.0,16.39999962,17.70000076,977230.3125,1031447.625,0.0,26436.40039,90201.0,1147.940186,114794.0,False,,Compliant,,6.73,0.27,False,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,0.5498981670061099,79.02
26870,2016,SPS-District K-12,K-12 School,John Stanford Int'l Elementary,4057 5th Ave. N.E.,Seattle,WA,98105.0,4206901020,4,LAKE UNION,47.65753,-122.32405,2000,1.0,2.0,61052,0,61052,K-12 School,K-12 School,61052.0,,,,,,80.0,38.79999924,41.79999924,98.5,103.0999985,2366929.5,2549041.25,0.0,494999.0938,1688937.0,6779.92334,677992.0,True,,Error - Correct Default Data,,47.78,0.78,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
